Entity,Code,Year,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Intestinal infectious diseases - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number)
Ethiopia,ETH,2008,171686,112622,77616,62730,27248,17226,20479,23735,17487,20765,17980,5753,360,99765,11487,16960,2166,4245,1481,7760,6941,8618,541,3162,10847,1309,2984,5601,118,592
Ethiopia,ETH,2009,172967,100026,82510,56130,23554,14784,23953,28050,16002,15722,13558,8487,294,79412,11094,15917,693,1699,1534,9982,8602,7671,173,4002,11619,805,4181,4015,118,432
Ethiopia,ETH,2010,197193,106568,78129,56686,26318,19093,22326,27086,18209,18622,17936,10166,302,81035,6837,11422,96,296,1222,9933,10200,9101,144,3601,6610,862,3318,338,116,149
Ethiopia,ETH,2011,150132,110547,96654,62818,23295,19732,20947,27335,18682,16221,9764,8712,464,53375,4040,13665,104,365,835,10009,8983,9287,115,3215,6367,1068,6118,353,111,106
Ethiopia,ETH,2012,173719,119205,75717,54209,25039,21357,26454,24151,20039,16776,13717,9088,403,35263,517,12856,135,415,482,10426,8185,7379,110,3661,26979,3103,4540,334,96,102
Ethiopia,ETH,2013,168153,110058,68759,49010,32270,20030,28364,25056,18317,19039,13909,8627,291,4847,297,9898,135,357,105,11030,7542,14167,127,3889,10855,1035,4364,318,118,83
Ethiopia,ETH,2014,170475,87197,75403,61705,35283,19593,26046,24760,22416,13962,16681,8496,381,1575,335,11507,129,411,112,14923,8375,10958,103,4449,14272,1807,5585,387,154,151
Ethiopia,ETH,2015,165571,96188,52145,67897,31845,24161,21004,24515,19124,14359,16276,9025,172,2108,381,7899,128,341,122,15517,7770,8122,114,3417,9669,3427,3655,306,128,122
Ethiopia,ETH,2016,156392,118470,45466,57355,30951,22336,26592,24749,18511,12753,18085,9076,305,1589,328,8514,122,383,117,14545,5986,10396,124,3677,25453,4661,6437,374,169,124
Ethiopia,ETH,2017,187094,119084,44121,57187,39404,20721,28575,20480,16945,16014,18666,5627,316,1659,231,4948,107,413,109,14443,9842,12167,118,3645,11667,2242,7530,271,126,111
Ethiopia,ETH,2018,166045,107716,55815,58590,31503,17423,28445,25824,19287,13628,17682,6201,339,2004,370,4409,134,354,109,14808,10273,13530,130,3954,14911,4166,5254,312,141,93
Ethiopia,ETH,2019,160154,108395,40261,54943,39652,18218,31358,23295,18933,14835,15357,8795,396,1549,279,2155,104,333,101,16736,9631,16082,98,3880,12982,1380,6151,329,125,135
France,FRA,1990,230068,140123,12667,29909,9744,11502,7067,16488,9078,14670,7986,7196,6102,74,4725,19768,7338,1677,5337,87,2007,83,2081,744,71,33,54,5363,12002,3218
France,FRA,1991,211060,127603,8147,26084,10143,12278,6651,19051,11377,14977,5167,4169,7038,59,3077,22326,7534,1839,4370,677,1862,68,2244,511,44,136,39,4480,13868,4362
France,FRA,1992,197599,131682,10354,25846,11897,11871,8219,16019,10963,12479,5692,6172,5713,75,4961,21033,10441,1874,4367,1298,1859,65,2175,671,119,33,54,3871,11871,3458
France,FRA,1993,205348,130008,9355,32404,13055,12596,7326,18462,9184,10297,8714,4177,4953,52,3186,19462,7674,1930,4206,1965,2213,313,2274,1020,33,72,60,4762,13793,2588
France,FRA,1994,227855,124948,11153,34508,11583,14614,8026,18605,10401,10765,9326,5613,6718,87,3646,21453,7059,2089,3640,3023,2771,484,2132,987,33,76,85,3758,10381,3477
France,FRA,1995,242156,120704,8888,32074,11981,14171,9031,17946,9425,14377,6714,7156,6093,60,2975,20278,7791,1803,4071,3448,2432,929,2424,1115,277,103,47,3743,7169,3138
France,FRA,1996,230326,127835,9952,27287,13656,13349,9316,16204,9842,10453,8920,6079,5750,65,3679,27273,6641,1615,4478,3888,2746,1527,1440,1388,502,33,99,2642,7216,2780
France,FRA,1997,267549,125428,10532,26332,16562,10119,7766,17078,10061,11096,9824,6131,6072,37,3481,19725,5354,1421,2592,4832,4209,1247,1770,954,1569,109,169,2658,5641,2439
France,FRA,1998,265171,122802,6893,27736,19646,11652,8460,16483,8256,11957,9205,5725,3261,63,3634,18352,6554,878,2678,4506,2873,2149,1599,930,852,485,483,2385,6270,2319
France,FRA,1999,228938,129632,6320,32355,18573,17008,9761,16247,10726,11646,6430,6008,2409,37,2966,20574,5832,1315,3399,6143,2966,2741,1768,1285,2142,343,386,2217,2677,2546
France,FRA,2000,239264,134771,8491,28310,20520,14851,11332,15433,12073,12892,7587,5065,4294,20,2875,13066,7761,1119,2312,8147,3898,2256,1307,1138,2169,167,710,1582,3426,1786
France,FRA,2001,186292,131083,6619,32342,24431,15343,11141,14759,11154,8764,10185,5121,3241,45,2114,17007,4590,743,2803,8468,3301,3681,972,1027,4943,243,500,1388,2473,1641
France,FRA,2002,222791,135989,5903,30677,26456,20763,9840,18199,10149,12845,8431,4698,1972,32,1595,13170,4500,1024,2474,9597,4412,3203,832,1557,1464,234,930,1577,1204,1759
France,FRA,2003,212274,127021,7200,28542,26444,19399,11832,16979,12108,10885,8565,4693,2029,32,2036,14163,3895,567,2326,9346,3701,3265,1017,1375,3350,672,536,1562,395,1209
France,FRA,2004,224105,133593,8542,25789,28086,21728,10646,16033,8424,10982,8374,4139,1695,22,1811,16588,3575,667,2121,10777,4477,5024,765,1115,5314,301,695,1246,56,999
France,FRA,2005,210971,125151,6991,28807,24785,20503,9778,16150,8872,10804,9794,5124,1093,24,1806,15038,3019,367,1470,10190,4064,4329,554,1270,3113,803,1549,821,52,1095
France,FRA,2006,196942,146130,4756,27863,29328,21916,11825,15469,9647,6554,9344,8600,503,21,1035,12320,2819,549,1991,11350,4256,5995,448,1658,2010,1108,2133,583,81,907
France,FRA,2007,233988,157572,5428,28184,34921,21413,12980,15008,8518,7812,8617,5045,138,22,856,13555,1476,372,1327,11338,3869,4119,349,1724,2858,1054,2167,582,84,622
France,FRA,2008,225975,123817,6253,28154,28812,26005,11518,15220,8416,8273,7530,6412,19,10,842,10724,1333,182,1037,10950,3841,5582,262,1986,3501,1457,1128,346,49,411
France,FRA,2009,214634,155050,5974,34473,33114,23013,13178,15182,9330,11294,7938,3720,24,15,831,9517,579,107,1076,13741,3640,5717,134,1737,5866,1096,1369,218,63,202
France,FRA,2010,220748,125702,4908,37667,30382,28126,14629,16455,10694,8434,8333,7264,26,10,347,9913,56,21,749,13668,4904,5182,56,2080,2680,502,2412,17,70,61
France,FRA,2011,163029,122882,6135,27233,34149,25108,14897,15175,10856,8562,11120,4166,21,4,170,6196,68,20,415,15372,6063,5065,72,2143,11758,536,1925,16,60,81
France,FRA,2012,206602,153059,4455,30131,32843,29025,12479,15918,12371,11322,6707,5376,18,6,20,5968,54,23,263,14831,4598,6694,64,1493,8556,1607,1800,24,76,70
France,FRA,2013,221098,130356,3986,27202,39130,32625,14755,13494,9647,10484,8296,3389,15,0,10,5979,52,19,69,18607,6662,6956,67,2445,6128,1470,1206,21,58,69
France,FRA,2014,202867,134657,3255,27409,35873,29207,12229,13254,9705,10986,8515,6123,14,0,17,4232,75,16,78,16778,5221,7058,61,2454,9256,2116,2771,10,56,55
France,FRA,2015,235812,137904,3822,41207,42982,23538,14103,14482,9683,7350,11203,4952,27,0,18,4865,68,19,71,14169,5147,12744,79,2488,9582,670,2262,22,66,85
France,FRA,2016,225009,138328,3616,30888,36141,29972,16034,13997,12090,7672,11519,3221,14,0,20,3447,60,18,72,19934,5821,7804,72,2335,3685,2660,1407,21,85,57
France,FRA,2017,234769,142172,2809,35070,42560,27772,16006,15894,9394,9633,10506,5059,20,0,13,3275,71,17,73,19208,5137,8586,69,2601,7450,1428,2611,23,45,64
France,FRA,2018,200267,107051,2962,35943,45759,29620,16360,13845,11225,7675,9826,3630,20,0,23,2133,64,19,73,19206,6875,9579,81,2512,4020,955,1829,19,91,73
France,FRA,2019,213060,143616,2820,28601,45019,28022,15780,13456,10950,7462,9400,3222,18,0,23,1296,56,21,59,21608,4759,10709,70,2992,5262,1340,2419,17,85,79
Germany,DEU,1990,300214,159285,15242,40320,10669,12584,8228,20425,10539,18377,9850,8170,11177,112,6504,26971,11741,1666,6285,98,2460,110,2725,835,88,41,64,4667,14942,6471
Germany,DEU,1991,294513,156055,13778,30949,13717,12785,7908,21674,12122,18546,9534,7502,9452,67,6846,29567,12263,2446,5653,901,3015,92,3145,1112,70,41,95,4920,15384,4412
Germany,DEU,1992,244201,171258,14620,38209,13970,16022,9040,20789,11385,18792,8686,8887,7665,90,4656,23989,10415,2304,4886,1711,2884,102,3261,935,134,58,82,3468,14441,5019
Germany,DEU,1993,234634,162962,11732,36175,13670,15328,10931,21517,11565,18976,10768,8524,10956,103,3124,25072,16552,2417,5456,2855,3081,458,3117,1287,136,92,55,4172,13007,5637
Germany,DEU,1994,306162,159227,14513,36093,19257,18148,10416,22480,15153,20640,8436,8116,7800,80,4121,17834,8813,2356,3718,2897,3635,866,2112,1062,101,82,76,3657,13351,3617
Germany,DEU,1995,317156,146179,15549,33644,17882,17080,10989,23941,9560,15340,10924,8299,6333,73,4686,23788,11882,1958,4715,3936,3328,1104,2147,1391,436,112,90,3305,9346,3499
Germany,DEU,1996,259733,157606,13735,41519,21564,15844,11954,20577,12141,18258,10365,6310,4042,41,4352,21551,8452,1662,4320,5174,2606,1799,2352,1170,545,71,180,2465,7919,3855
Germany,DEU,1997,207059,178651,9769,40016,20274,18571,11162,22846,13378,18894,7810,7023,3839,69,3850,25008,9658,1343,3962,5115,3136,2120,2152,1485,1032,188,299,4210,8318,3580
Germany,DEU,1998,239639,155247,11712,33455,23985,20874,9915,21639,13473,15715,10362,4117,3500,88,2784,22478,7250,1278,4160,7049,4325,2257,2094,1374,830,310,607,2962,4802,3252
Germany,DEU,1999,276767,175511,11003,36220,25359,26243,13982,18614,12760,17825,8696,5723,4405,52,3470,19403,8813,1530,3302,7314,4168,2737,2048,2134,2551,670,622,3033,5333,2057
Germany,DEU,2000,286902,178623,10437,35622,27777,17998,10493,22052,12245,15489,11484,5421,3306,59,2007,19978,4762,918,2965,9434,3710,2233,1610,1641,3498,537,1263,2544,4030,2352
Germany,DEU,2001,272790,150667,9703,39675,27909,22263,13127,21787,14201,13843,9818,7554,3259,59,2936,22545,4622,1048,4179,10021,2693,4476,1387,1392,2130,385,498,2179,2302,2537
Germany,DEU,2002,241957,167082,9377,38736,26817,21996,12651,20444,11926,14392,9216,7098,3449,51,2781,16305,5177,837,2972,8937,3685,4801,1565,1815,4717,1036,1335,2288,1863,1718
Germany,DEU,2003,276386,156998,9381,41718,33315,20071,14180,19494,12440,10500,8145,6080,3263,26,2541,17390,5423,1012,2436,13392,5216,3926,1229,2000,7508,1130,1704,1835,403,1922
Germany,DEU,2004,289932,170026,8950,34765,34615,29470,16184,19718,10573,14683,9997,5293,1607,40,1642,16952,4532,782,2224,12650,4471,5768,1090,1574,5410,1073,1850,1182,92,1612
Germany,DEU,2005,320211,153979,7986,30946,33848,23889,16099,20385,12335,12629,11921,5236,1391,42,1586,20108,4066,592,1671,13746,3974,7467,819,1407,4330,1340,1223,1221,80,1345
Germany,DEU,2006,247003,177322,8030,36309,40244,22272,15881,18791,12542,8730,10804,4651,882,37,2072,13923,2437,495,1989,12828,4655,5358,730,2616,6031,2199,1779,1340,95,993
Germany,DEU,2007,238296,170285,6219,36808,34343,30766,14623,20371,12980,14068,8021,5962,235,14,1575,14552,1882,423,1547,13553,5017,6578,549,2127,4615,643,2170,518,63,806
Germany,DEU,2008,243374,159000,7474,39716,41377,30220,18489,22106,12851,15599,12810,6199,29,27,1446,12720,1198,204,1361,14475,5671,5496,293,2047,8221,956,1474,293,62,557
Germany,DEU,2009,251056,142550,6393,39498,46228,22761,14459,19375,14374,12578,7720,7335,25,13,979,9456,652,133,860,17785,5007,6820,163,1920,4630,679,1860,198,78,201
Germany,DEU,2010,223341,179079,5822,36525,39675,27992,16957,19233,13747,14370,11591,6109,29,9,546,12712,83,30,815,15460,6460,7094,80,2852,4067,2600,1835,27,88,107
Germany,DEU,2011,290827,170288,6119,41101,43328,31911,16365,20812,13738,14094,12873,4281,23,13,303,9182,88,26,582,17063,5405,7629,90,2393,5098,1878,3499,25,95,98
Germany,DEU,2012,252381,180872,6725,32623,52801,36839,16430,17713,15111,10419,12105,3597,27,4,24,9466,85,26,385,18852,6491,6161,69,2740,11949,705,3232,24,46,80
Germany,DEU,2013,333165,172289,4927,39055,53244,26164,13693,19712,14602,11027,9794,6043,20,1,20,8235,65,26,102,20506,6627,10770,93,3471,9692,747,4753,30,90,93
Germany,DEU,2014,237914,209345,5104,34891,40173,36180,13771,20991,14664,13372,12686,6517,22,0,24,6177,95,23,94,16883,4605,13588,72,3188,4150,1632,1577,28,75,74
Germany,DEU,2015,242001,173620,3323,43792,49307,35820,19140,20248,14868,11186,9204,4251,29,0,24,4409,101,24,95,19857,7086,11871,73,2888,6979,830,3252,27,50,93
Germany,DEU,2016,322261,167437,4055,47483,52755,35927,18138,17668,12900,10338,13410,5056,26,0,19,4451,70,21,74,22272,7194,9896,78,3109,4969,4108,2999,28,89,93
Germany,DEU,2017,283135,184572,3888,43932,56081,42267,18677,16997,11668,10106,12046,4074,28,0,25,2773,74,24,88,22527,10358,15481,69,2606,12084,2525,4121,18,74,76
Germany,DEU,2018,270372,174150,3060,39765,54476,40414,21960,18119,14162,11356,10566,5056,34,0,28,3222,79,24,85,22422,5880,8963,86,3514,4980,954,4156,27,97,98
Germany,DEU,2019,252161,140868,2962,40160,66114,40618,18262,20964,14385,9355,7347,4745,32,0,19,1722,74,26,72,28212,8158,9490,91,3951,14634,996,1992,31,75,70
Ghana,GHA,1990,51299,26438,44945,14530,1917,2042,2988,7772,4346,8092,2957,3001,35381,119286,17536,9810,5531,8789,2250,20,664,45,1233,298,25,15,27,17483,6930,1542
Ghana,GHA,1991,48129,25317,48756,12574,1740,2211,3459,8670,5100,7509,3477,2959,40717,131664,14740,10050,4384,9047,1682,166,909,32,1020,307,44,51,36,21531,5456,1512
Ghana,GHA,1992,50321,29445,46071,11909,2564,2312,2941,8659,4857,6821,3835,3018,29903,220158,18144,10087,5565,8949,1933,328,1049,38,719,455,38,56,22,16805,6551,1871
Ghana,GHA,1993,46243,25038,48830,12999,2811,2882,3336,7359,4247,5766,3352,2553,27225,143170,23051,7838,4065,8185,2111,465,1182,154,1123,431,40,15,32,12658,5011,1378
Ghana,GHA,1994,53538,28984,32415,11516,2832,2601,4151,8708,4611,5515,3560,2285,16568,136626,13195,10603,4602,7610,1665,598,1053,347,1057,447,50,15,34,13943,5714,1820
Ghana,GHA,1995,51457,26101,40531,13841,3190,2705,4169,8127,4360,5991,3577,2108,27114,155092,15778,9732,2629,5703,1776,786,1462,405,728,554,157,15,21,9801,3940,1010
Ghana,GHA,1996,39281,29901,37843,13540,4281,2616,4048,7841,4582,5881,3610,3050,21535,122880,12632,9575,3334,6010,1316,954,1384,472,708,543,308,15,67,16681,3721,1075
Ghana,GHA,1997,46248,29346,33873,13785,4565,2793,4360,7637,4647,5788,3692,1730,15299,109630,10335,7208,2935,5933,1307,1067,1290,629,965,403,426,30,133,9897,2522,1099
Ghana,GHA,1998,48173,27472,39968,15033,4192,3714,4382,8794,5170,5120,3327,3507,17088,109339,11338,7778,1612,5330,1328,1009,887,781,892,596,564,63,115,12902,2824,1180
Ghana,GHA,1999,43655,30520,35152,15237,5172,4334,4211,7327,4693,5739,3426,2094,14824,118843,10745,8718,3206,3467,1285,1421,1307,1378,512,676,1181,216,307,13122,1542,1022
Ghana,GHA,2000,43518,27353,30856,13941,4672,3722,5042,6732,4053,5532,3641,2921,14113,46500,9409,8554,2478,5588,1227,1558,1706,620,477,628,724,133,437,7882,1390,685
Ghana,GHA,2001,41507,29250,36498,14951,4692,3822,5154,6970,5324,5681,4703,3098,7212,87717,13458,7878,2012,4375,1229,1626,1660,1829,688,597,1415,258,265,6238,1354,709
Ghana,GHA,2002,48339,27454,39313,14263,5206,4833,6229,8059,4632,4957,3933,2596,10436,91795,7997,7056,2962,4172,940,1547,1896,1780,471,894,1838,189,217,7973,411,853
Ghana,GHA,2003,51152,27452,31312,15080,6195,4603,4778,6986,4578,5798,4219,2396,10027,64302,8952,7262,1477,3411,1072,2037,1436,2217,288,542,984,124,528,6876,155,755
Ghana,GHA,2004,48976,29244,30985,14033,6020,4218,4899,7241,5656,5584,3358,1589,8309,51923,7212,6324,1728,2177,913,1911,2273,1718,393,879,1787,544,585,7011,42,506
Ghana,GHA,2005,36783,30657,36981,12548,6827,4677,4298,8823,4264,5260,4150,3005,6057,69015,6919,6713,1341,2527,840,2140,1616,2029,332,788,2745,155,533,4764,22,473
Ghana,GHA,2006,45486,30013,25351,15194,6765,4626,4856,7818,4434,4742,3315,2042,2682,61842,5604,5346,1023,2268,591,2288,1816,1634,251,799,930,267,743,3553,31,378
Ghana,GHA,2007,49757,28447,24838,14316,6549,4639,5219,8384,4739,5606,3732,2527,974,53376,6282,5308,506,1438,567,2536,2171,2095,240,933,3043,787,944,2814,30,284
Ghana,GHA,2008,37649,31957,22971,14070,6040,5347,5820,7837,5439,5790,3862,2241,88,27770,4486,5362,488,892,406,2587,1872,1922,127,842,1085,657,808,1507,26,257
Ghana,GHA,2009,51611,31002,22901,11293,5897,5809,6748,8583,5382,4919,4014,2330,60,22293,2127,4178,123,376,422,2548,2331,3464,56,704,3063,866,1009,693,26,108
Ghana,GHA,2010,51196,26191,25168,14772,7623,6473,7124,7348,5439,4037,4366,2361,140,28807,1729,3661,43,84,259,3480,2013,2554,25,1006,3000,547,1061,89,31,34
Ghana,GHA,2011,41408,28392,19302,11093,7607,5478,6028,6390,5122,3767,4672,1491,108,16439,1428,3382,35,123,215,3044,2039,3561,26,991,2720,858,1207,110,31,29
Ghana,GHA,2012,46928,29892,21313,15813,8243,6213,7414,6448,4384,4111,4262,2179,61,10226,109,2976,44,79,115,3662,1738,2709,33,1058,1395,534,1611,88,36,35
Ghana,GHA,2013,45780,29219,22991,14828,7567,7353,6717,6692,4619,4897,4344,1970,89,2464,98,3097,28,105,31,3260,3208,3686,32,1171,2734,422,1014,93,20,30
Ghana,GHA,2014,43752,28027,19042,13973,8122,6748,6826,7597,5213,4997,3006,1910,91,406,134,3104,29,101,31,4289,2256,3928,31,1154,1550,852,1602,89,38,33
Ghana,GHA,2015,43535,25321,19312,13219,8404,5695,7288,6786,4523,3516,3987,2325,95,503,102,2472,36,88,28,4009,2358,3304,25,947,2671,759,1825,121,39,30
Ghana,GHA,2016,45779,30736,12419,15327,7667,6323,6386,7335,5243,3952,4159,2983,105,421,70,1573,30,96,29,4602,3189,3972,31,1063,5061,477,957,51,34,28
Ghana,GHA,2017,35458,28204,11408,15503,11324,5858,7199,6532,5900,4080,4667,1988,59,587,60,1506,15,84,34,3687,2363,4386,35,1470,2579,341,1159,89,28,27
Ghana,GHA,2018,45894,32175,8117,18020,8425,6948,8354,7392,5345,3938,4969,1760,88,321,123,1120,40,96,27,3657,2323,3000,29,1252,6023,713,1351,104,31,26
Ghana,GHA,2019,43731,27257,11195,15506,10258,5904,7930,6669,4911,3439,4102,2247,92,590,69,667,37,87,35,4708,3342,4503,38,1084,1937,1022,1689,102,31,33
Greece,GRC,1990,24559,15494,5802,4449,915,1298,998,2857,1565,2301,1278,730,3413,3219,2714,4101,1585,1121,789,9,356,13,482,66,11,14,5,2382,2034,482
Greece,GRC,1991,21708,17600,6370,4551,1224,1345,1152,2817,1392,2368,915,786,3142,3732,2334,3972,2090,951,646,80,350,10,458,154,8,13,11,1800,1691,452
Greece,GRC,1992,28919,13736,6671,4949,1535,1496,1011,3032,1437,2261,1190,898,4067,2915,1659,3205,1013,622,737,141,448,11,343,125,8,25,13,1858,1836,525
Greece,GRC,1993,31704,15579,6156,4054,1392,1438,1080,2846,1447,2043,1281,820,2152,3499,2379,4290,1456,794,753,241,484,44,342,158,7,24,7,1739,1104,530
Greece,GRC,1994,29563,14627,5085,4981,2116,1861,1121,2972,1747,2178,1032,451,2273,2219,1892,3007,1111,826,662,351,511,79,235,134,11,10,9,1991,1515,468
Greece,GRC,1995,29640,14212,5356,5890,1830,1806,1342,2810,1472,2191,1289,873,2910,4627,2267,3393,1555,740,540,415,523,133,370,166,44,5,10,1957,1664,482
Greece,GRC,1996,22435,13565,4483,4788,2077,1776,1452,3001,1472,2256,1143,732,1314,2611,1988,3089,1440,788,536,570,496,183,278,173,52,16,26,1619,1076,473
Greece,GRC,1997,25413,13986,4704,5096,2679,1670,1540,2866,1637,2353,1114,785,2122,2623,1338,2757,1108,927,483,539,529,304,295,164,118,10,38,949,886,374
Greece,GRC,1998,20267,16742,4957,4376,2248,2009,1292,2203,1430,2061,883,700,2233,2914,1374,2720,938,686,487,610,410,277,274,189,105,81,31,1250,757,411
Greece,GRC,1999,24000,13898,3309,3964,2796,2281,1252,2832,1025,1909,1299,667,1893,3064,1177,2834,872,608,438,778,478,349,193,228,190,21,68,1185,630,289
Greece,GRC,2000,23153,16493,3723,4955,2479,1870,1497,2561,1473,1849,1452,960,1268,2245,739,3323,1028,502,357,890,553,518,216,204,157,33,78,1091,505,342
Greece,GRC,2001,28181,15175,2760,4184,2916,2787,1653,2757,1517,1847,1593,695,2004,1229,1420,1825,780,427,387,958,494,511,138,206,416,31,130,1151,511,228
Greece,GRC,2002,24317,15984,4240,4628,2705,2333,1995,2522,1935,1819,1231,750,1286,1642,1214,2021,861,506,305,1048,544,470,182,264,316,36,100,1030,231,233
Greece,GRC,2003,26184,16684,4216,5348,2651,1628,1497,2722,1293,2079,1554,998,903,1134,873,2249,502,336,307,925,532,659,137,209,276,42,114,667,38,183
Greece,GRC,2004,28494,17275,2716,4938,3530,2462,1781,2309,1500,1940,1318,934,771,1061,1111,2113,496,321,347,1033,602,651,146,210,1250,206,150,617,12,150
Greece,GRC,2005,28144,14998,4078,5113,3360,2262,1958,2683,1516,1744,1380,777,693,1464,671,1459,448,250,289,1430,419,639,115,331,753,131,308,498,8,169
Greece,GRC,2006,27516,16096,3912,5512,3248,2753,1818,2928,1711,1950,1518,634,325,577,560,2270,413,178,218,1116,656,920,87,240,619,57,311,409,10,118
Greece,GRC,2007,24847,14396,2768,4551,3465,3064,2007,2471,1531,1442,1395,897,148,789,634,1241,200,141,182,1476,538,718,76,288,806,76,215,334,10,87
Greece,GRC,2008,26122,16880,2874,5423,4217,2886,1622,2282,1681,1903,1138,896,11,420,332,1604,172,115,182,1650,781,938,49,313,405,333,216,192,7,50
Greece,GRC,2009,25513,18353,2969,5208,4114,2619,1871,2425,1557,1468,885,673,12,484,314,1538,89,46,158,1697,503,853,23,323,703,83,331,73,8,24
Greece,GRC,2010,26398,16579,2068,4574,4318,2860,2351,2716,1539,1411,1252,536,16,715,229,1107,11,11,113,2196,665,759,11,370,965,323,213,10,12,8
Greece,GRC,2011,20186,14357,3086,4972,4454,2468,2024,2532,1758,1564,1173,643,9,446,88,1039,14,10,95,1793,860,498,8,286,446,84,425,9,13,11
Greece,GRC,2012,28663,14825,2724,5205,4353,3628,2399,2254,1769,1153,1413,677,6,212,10,1220,7,10,50,1689,831,849,10,335,1079,204,479,9,10,9
Greece,GRC,2013,26821,14005,1936,6157,4548,3433,2621,1971,1521,1572,2056,673,7,77,11,1050,8,12,10,1583,849,1457,9,369,1281,99,337,7,11,9
Greece,GRC,2014,23878,17013,1908,4689,4751,3546,1838,2370,2074,1486,1420,851,8,13,10,922,9,9,11,2140,891,1265,11,384,1667,201,436,9,11,11
Greece,GRC,2015,27186,17861,1556,4000,5042,3452,2438,1987,1817,1278,1586,547,11,10,11,708,10,10,11,1931,787,1686,11,354,1297,105,353,11,8,9
